	shape	surface	color	target
4268	convex	fibrous	yellow	poisonous
4269	convex	fibrous	yellow	poisonous
4270	convex	scaly	gray	poisonous
4271	convex	scaly	yellow	poisonous
4272	flat	scaly	gray	poisonous
4273	flat	scaly	gray	poisonous
4274	convex	fibrous	yellow	poisonous
4275	knobbed	scaly	brown	edible
4276	flat	fibrous	gray	poisonous
4277	convex	scaly	yellow	poisonous
4278	flat	fibrous	yellow	poisonous
4279	convex	scaly	gray	poisonous
4280	convex	fibrous	gray	poisonous
4281	flat	fibrous	yellow	poisonous
4282	flat	smooth	pink	edible
4283	flat	fibrous	yellow	poisonous
4284	convex	fibrous	yellow	poisonous
4285	convex	scaly	gray	poisonous
4286	flat	scaly	gray	poisonous
4287	convex	fibrous	yellow	poisonous
4288	flat	scaly	gray	poisonous
4289	flat	scaly	gray	poisonous
4290	knobbed	smooth	pink	edible
4291	convex	fibrous	yellow	poisonous
4292	flat	fibrous	yellow	poisonous
4293	flat	fibrous	gray	poisonous
4294	flat	fibrous	gray	poisonous
4295	convex	fibrous	yellow	poisonous
4296	flat	fibrous	gray	poisonous
4297	convex	scaly	gray	poisonous
4298	flat	scaly	yellow	poisonous
4299	flat	fibrous	gray	poisonous
4300	convex	fibrous	yellow	poisonous
4301	flat	fibrous	gray	poisonous
4302	flat	fibrous	gray	poisonous
4303	flat	fibrous	yellow	poisonous
4304	flat	scaly	gray	edible
4305	flat	scaly	gray	poisonous
4306	flat	scaly	gray	poisonous
4307	flat	scaly	gray	poisonous
4308	convex	scaly	yellow	poisonous
4309	convex	scaly	gray	poisonous
4310	convex	scaly	yellow	poisonous
4311	flat	fibrous	yellow	poisonous
4312	convex	fibrous	yellow	poisonous
4313	convex	scaly	yellow	poisonous
4314	flat	fibrous	gray	poisonous
4315	convex	fibrous	yellow	poisonous
4316	flat	fibrous	gray	poisonous
4317	flat	scaly	gray	poisonous
4318	flat	fibrous	gray	poisonous
4319	flat	scaly	yellow	poisonous
4320	flat	fibrous	gray	poisonous
4321	convex	fibrous	yellow	poisonous
4322	flat	scaly	gray	poisonous
4323	flat	scaly	gray	poisonous
4324	flat	scaly	gray	poisonous
4325	convex	scaly	green	edible
4326	flat	scaly	yellow	poisonous
4327	convex	fibrous	yellow	poisonous
4328	convex	scaly	brown	poisonous
4329	flat	scaly	yellow	poisonous
4330	knobbed	scaly	brown	poisonous
4331	flat	fibrous	yellow	poisonous
4332	convex	scaly	gray	poisonous
4333	convex	scaly	gray	poisonous
4334	flat	scaly	gray	poisonous
4335	convex	fibrous	yellow	poisonous
4336	convex	fibrous	gray	poisonous
4337	convex	scaly	gray	poisonous
4338	convex	scaly	gray	poisonous
4339	convex	scaly	gray	poisonous
4340	flat	scaly	red	edible
4341	flat	fibrous	yellow	poisonous
4342	convex	scaly	yellow	poisonous
4343	flat	fibrous	yellow	poisonous
4344	convex	fibrous	yellow	poisonous
4345	flat	fibrous	gray	poisonous
4346	flat	fibrous	gray	poisonous
4347	convex	scaly	yellow	poisonous
4348	flat	smooth	buff	poisonous
4349	convex	scaly	gray	poisonous
4350	convex	scaly	yellow	poisonous
4351	flat	fibrous	gray	poisonous
4352	flat	scaly	gray	poisonous
4353	flat	fibrous	yellow	poisonous
4354	flat	scaly	gray	poisonous
4355	convex	scaly	gray	poisonous
4356	convex	smooth	red	edible
4357	flat	fibrous	gray	poisonous
4358	flat	fibrous	yellow	poisonous
4359	flat	scaly	gray	poisonous
4360	convex	scaly	yellow	poisonous
4361	flat	scaly	gray	poisonous
4362	convex	fibrous	yellow	poisonous
4363	bell	scaly	white	poisonous
4364	flat	smooth	buff	poisonous
4365	convex	scaly	yellow	poisonous
4366	flat	scaly	gray	poisonous
4367	flat	scaly	gray	poisonous
4368	flat	scaly	yellow	poisonous
4369	flat	fibrous	gray	poisonous
4370	convex	scaly	yellow	poisonous
4371	convex	fibrous	yellow	poisonous
4372	flat	fibrous	gray	poisonous
4373	convex	smooth	white	poisonous
4374	flat	scaly	gray	edible
4375	convex	scaly	brown	poisonous
4376	flat	scaly	gray	poisonous
4377	flat	fibrous	gray	poisonous
4378	flat	scaly	red	edible
4379	convex	scaly	buff	edible
4380	convex	scaly	yellow	poisonous
4381	convex	scaly	yellow	poisonous
4382	convex	scaly	yellow	poisonous
4383	convex	scaly	yellow	poisonous
4384	flat	fibrous	yellow	poisonous
4385	flat	scaly	gray	poisonous
4386	convex	fibrous	gray	poisonous
4387	flat	scaly	yellow	poisonous
4388	convex	scaly	gray	poisonous
4389	convex	scaly	yellow	poisonous
4390	flat	scaly	gray	poisonous
4391	flat	scaly	yellow	poisonous
4392	convex	scaly	gray	poisonous
4393	flat	scaly	gray	poisonous
4394	flat	scaly	gray	poisonous
4395	convex	scaly	purple	edible
4396	convex	fibrous	gray	poisonous
4397	flat	fibrous	yellow	poisonous
4398	flat	fibrous	yellow	poisonous
4399	convex	fibrous	yellow	poisonous
4400	flat	fibrous	yellow	poisonous
4401	flat	fibrous	gray	poisonous
4402	flat	scaly	gray	poisonous
4403	flat	fibrous	gray	poisonous
4404	flat	fibrous	yellow	poisonous
4405	flat	scaly	yellow	poisonous
4406	flat	fibrous	gray	poisonous
4407	flat	scaly	gray	poisonous
4408	flat	fibrous	yellow	poisonous
4409	flat	fibrous	red	edible
4410	flat	smooth	buff	poisonous
4411	flat	scaly	gray	poisonous
4412	flat	fibrous	gray	poisonous
4413	convex	scaly	yellow	poisonous
4414	flat	fibrous	yellow	poisonous
4415	flat	scaly	yellow	poisonous
4416	flat	scaly	brown	edible
4417	flat	scaly	yellow	poisonous
4418	convex	smooth	buff	edible
4419	convex	scaly	yellow	poisonous
4420	convex	fibrous	yellow	poisonous
4421	convex	scaly	yellow	poisonous
4422	flat	scaly	gray	poisonous
4423	flat	fibrous	red	edible
4424	flat	fibrous	yellow	poisonous
4425	flat	fibrous	yellow	poisonous
4426	convex	scaly	yellow	poisonous
4427	convex	fibrous	yellow	poisonous
4428	convex	scaly	brown	poisonous
4429	flat	fibrous	yellow	poisonous
4430	convex	scaly	yellow	poisonous
4431	flat	fibrous	yellow	poisonous
4432	flat	fibrous	yellow	poisonous
4433	flat	scaly	gray	poisonous
4434	flat	scaly	gray	poisonous
4435	flat	scaly	gray	poisonous
4436	flat	fibrous	gray	poisonous
4437	convex	smooth	gray	poisonous
4438	convex	scaly	yellow	poisonous
4439	flat	smooth	gray	poisonous
4440	convex	scaly	gray	poisonous
4441	convex	scaly	yellow	poisonous
4442	convex	scaly	yellow	poisonous
4443	flat	scaly	gray	edible
4444	flat	fibrous	gray	poisonous
4445	flat	scaly	yellow	poisonous
4446	flat	scaly	gray	poisonous
4447	convex	scaly	yellow	poisonous
4448	convex	scaly	gray	poisonous
4449	convex	fibrous	yellow	poisonous
4450	flat	scaly	brown	edible
4451	convex	scaly	gray	poisonous
4452	flat	fibrous	yellow	poisonous
4453	convex	scaly	gray	poisonous
4454	convex	scaly	yellow	poisonous
4455	flat	fibrous	gray	poisonous
4456	flat	fibrous	gray	poisonous
4457	convex	scaly	yellow	poisonous
4458	knobbed	scaly	buff	edible
4459	convex	scaly	yellow	poisonous
4460	convex	scaly	brown	poisonous
4461	flat	scaly	gray	poisonous
4462	convex	scaly	gray	poisonous
4463	flat	scaly	yellow	poisonous
4464	flat	scaly	gray	poisonous
4465	flat	fibrous	gray	poisonous
4466	flat	scaly	yellow	poisonous
4467	convex	fibrous	yellow	poisonous
4468	convex	smooth	white	poisonous
4469	convex	scaly	yellow	poisonous
4470	flat	fibrous	yellow	poisonous
4471	convex	fibrous	yellow	poisonous
4472	convex	scaly	yellow	poisonous
4473	flat	scaly	yellow	poisonous
4474	convex	scaly	yellow	poisonous
4475	convex	scaly	yellow	poisonous
4476	flat	scaly	gray	poisonous
4477	flat	fibrous	yellow	poisonous
4478	flat	fibrous	gray	poisonous
4479	flat	scaly	brown	edible
4480	convex	scaly	yellow	poisonous
4481	convex	scaly	gray	poisonous
4482	flat	scaly	gray	poisonous
4483	flat	scaly	gray	poisonous
4484	convex	scaly	yellow	poisonous
4485	flat	fibrous	gray	poisonous
4486	convex	scaly	gray	poisonous
4487	convex	scaly	yellow	poisonous
4488	convex	fibrous	yellow	poisonous
4489	flat	fibrous	yellow	poisonous
4490	flat	fibrous	cinnamon	edible
4491	flat	scaly	gray	poisonous
4492	convex	scaly	gray	poisonous
4493	flat	fibrous	yellow	poisonous
4494	flat	fibrous	yellow	poisonous
4495	convex	smooth	gray	poisonous
4496	flat	smooth	brown	edible
4497	convex	scaly	brown	poisonous
4498	convex	smooth	gray	poisonous
4499	convex	fibrous	yellow	poisonous
4500	flat	scaly	gray	poisonous
4501	flat	scaly	gray	poisonous
4502	convex	scaly	yellow	poisonous
4503	convex	scaly	yellow	poisonous
4504	convex	scaly	gray	poisonous
4505	flat	scaly	gray	poisonous
4506	flat	scaly	gray	poisonous
4507	flat	fibrous	yellow	poisonous
4508	convex	fibrous	yellow	poisonous
4509	flat	fibrous	yellow	poisonous
4510	flat	fibrous	gray	poisonous
4511	flat	fibrous	yellow	poisonous
4512	flat	scaly	yellow	poisonous
4513	flat	fibrous	yellow	poisonous
4514	flat	fibrous	yellow	poisonous
4515	convex	scaly	gray	poisonous
4516	convex	scaly	gray	poisonous
4517	convex	scaly	gray	poisonous
4518	convex	smooth	buff	edible
4519	flat	fibrous	gray	poisonous
4520	convex	fibrous	yellow	poisonous
4521	convex	scaly	brown	poisonous
4522	convex	scaly	gray	poisonous
4523	flat	scaly	gray	poisonous
4524	flat	scaly	gray	poisonous
4525	flat	fibrous	yellow	poisonous
4526	convex	scaly	yellow	poisonous
4527	convex	fibrous	yellow	poisonous
4528	flat	fibrous	gray	poisonous
4529	convex	scaly	gray	poisonous
4530	flat	fibrous	yellow	poisonous
4531	convex	fibrous	yellow	poisonous
4532	convex	scaly	purple	edible
4533	flat	scaly	buff	edible
4534	flat	scaly	yellow	poisonous
4535	convex	scaly	yellow	poisonous
4536	convex	scaly	gray	poisonous
4537	flat	fibrous	gray	poisonous
4538	flat	scaly	gray	poisonous
4539	flat	fibrous	gray	poisonous
4540	flat	scaly	gray	poisonous
4541	convex	fibrous	yellow	poisonous
4542	flat	fibrous	yellow	poisonous
4543	flat	fibrous	gray	poisonous
4544	flat	scaly	yellow	poisonous
4545	flat	scaly	yellow	poisonous
4546	flat	fibrous	gray	poisonous
4547	flat	smooth	buff	poisonous
4548	flat	smooth	white	poisonous
4549	convex	scaly	yellow	poisonous
4550	flat	fibrous	yellow	poisonous
4551	flat	scaly	gray	poisonous
4552	convex	scaly	yellow	poisonous
4553	convex	fibrous	yellow	poisonous
4554	convex	fibrous	yellow	poisonous
4555	flat	fibrous	gray	edible
4556	convex	scaly	purple	edible
4557	convex	scaly	gray	poisonous
4558	flat	fibrous	yellow	poisonous
4559	convex	scaly	yellow	poisonous
4560	flat	scaly	gray	poisonous
4561	convex	scaly	yellow	poisonous
4562	convex	fibrous	yellow	poisonous
4563	convex	scaly	yellow	poisonous
4564	flat	fibrous	yellow	poisonous
4565	convex	scaly	gray	poisonous
4566	flat	scaly	gray	poisonous
4567	flat	scaly	gray	poisonous
4568	convex	fibrous	yellow	poisonous
4569	flat	fibrous	red	edible
4570	convex	scaly	yellow	poisonous
4571	flat	fibrous	gray	poisonous
4572	convex	scaly	gray	poisonous
4573	flat	scaly	gray	poisonous
4574	flat	fibrous	gray	poisonous
4575	flat	fibrous	gray	poisonous
4576	flat	fibrous	gray	poisonous
4577	flat	scaly	gray	poisonous
4578	flat	fibrous	yellow	poisonous
4579	convex	fibrous	yellow	poisonous
4580	convex	scaly	gray	poisonous
4581	convex	scaly	gray	poisonous
4582	convex	fibrous	white	poisonous
4583	flat	fibrous	gray	poisonous
4584	convex	fibrous	yellow	poisonous
4585	flat	scaly	gray	poisonous
4586	convex	fibrous	yellow	poisonous
4587	flat	scaly	gray	poisonous
4588	flat	scaly	gray	poisonous
4589	flat	fibrous	yellow	poisonous
4590	convex	scaly	gray	poisonous
4591	flat	scaly	yellow	poisonous
4592	flat	fibrous	yellow	poisonous
4593	convex	fibrous	yellow	poisonous
4594	flat	fibrous	yellow	poisonous
4595	convex	scaly	yellow	poisonous
4596	flat	fibrous	yellow	poisonous
4597	convex	fibrous	yellow	poisonous
4598	flat	scaly	gray	poisonous
4599	flat	fibrous	gray	poisonous
4600	flat	fibrous	yellow	poisonous
4601	flat	fibrous	gray	poisonous
4602	flat	fibrous	gray	poisonous
4603	flat	fibrous	yellow	poisonous
4604	convex	scaly	yellow	poisonous
4605	convex	scaly	yellow	poisonous
4606	flat	fibrous	yellow	poisonous
4607	convex	scaly	yellow	poisonous
4608	convex	scaly	yellow	poisonous
4609	convex	scaly	brown	poisonous
4610	flat	scaly	buff	edible
4611	convex	fibrous	yellow	poisonous
4612	convex	scaly	yellow	poisonous
4613	flat	scaly	gray	poisonous
4614	convex	scaly	yellow	poisonous
4615	flat	scaly	gray	poisonous
4616	flat	scaly	gray	poisonous
4617	flat	fibrous	gray	poisonous
4618	convex	fibrous	yellow	poisonous
4619	flat	fibrous	yellow	poisonous
4620	flat	fibrous	yellow	poisonous
4621	flat	scaly	gray	poisonous
4622	flat	scaly	gray	poisonous
4623	flat	fibrous	gray	poisonous
4624	flat	scaly	gray	poisonous
4625	flat	fibrous	gray	poisonous
4626	flat	scaly	gray	poisonous
4627	convex	fibrous	gray	poisonous
4628	flat	smooth	buff	poisonous
4629	flat	fibrous	red	edible
4630	convex	scaly	yellow	poisonous
4631	convex	scaly	gray	poisonous
4632	flat	scaly	gray	poisonous
4633	flat	fibrous	gray	edible
4634	convex	scaly	yellow	poisonous
4635	convex	scaly	yellow	poisonous
4636	flat	fibrous	yellow	poisonous
4637	convex	fibrous	yellow	poisonous
4638	convex	fibrous	yellow	poisonous
4639	convex	scaly	gray	poisonous
4640	flat	smooth	white	poisonous
4641	convex	scaly	gray	poisonous
4642	convex	fibrous	yellow	poisonous
4643	flat	scaly	gray	poisonous
4644	convex	scaly	gray	poisonous
4645	convex	fibrous	yellow	poisonous
4646	flat	scaly	purple	edible
4647	flat	fibrous	yellow	poisonous
4648	flat	scaly	gray	poisonous
4649	convex	scaly	yellow	poisonous
4650	flat	fibrous	gray	poisonous
4651	flat	scaly	brown	edible
4652	convex	fibrous	yellow	poisonous
4653	flat	fibrous	gray	poisonous
4654	convex	scaly	gray	poisonous
4655	flat	fibrous	yellow	poisonous
4656	convex	fibrous	yellow	poisonous
4657	convex	scaly	yellow	poisonous
4658	convex	fibrous	yellow	poisonous
4659	flat	scaly	gray	poisonous
4660	convex	smooth	white	poisonous
4661	flat	scaly	red	edible
4662	convex	scaly	purple	edible
4663	convex	scaly	yellow	poisonous
4664	convex	scaly	gray	poisonous
4665	convex	fibrous	yellow	poisonous
4666	flat	fibrous	gray	poisonous
4667	convex	scaly	gray	poisonous
4668	flat	fibrous	gray	poisonous
4669	flat	fibrous	yellow	poisonous
4670	convex	scaly	gray	poisonous
4671	flat	scaly	gray	poisonous
4672	flat	smooth	pink	edible
4673	flat	fibrous	gray	poisonous
4674	convex	scaly	yellow	poisonous
4675	convex	scaly	gray	poisonous
4676	flat	fibrous	yellow	poisonous
4677	convex	fibrous	yellow	poisonous
4678	flat	scaly	gray	poisonous
4679	flat	scaly	yellow	poisonous
4680	convex	scaly	gray	poisonous
4681	convex	scaly	gray	poisonous
4682	flat	fibrous	yellow	poisonous
4683	flat	fibrous	gray	poisonous
4684	convex	scaly	gray	poisonous
4685	flat	fibrous	yellow	poisonous
4686	flat	scaly	gray	poisonous
4687	convex	scaly	gray	poisonous
4688	flat	fibrous	gray	poisonous
4689	convex	scaly	gray	poisonous
4690	flat	fibrous	gray	poisonous
4691	convex	scaly	yellow	poisonous
4692	convex	fibrous	yellow	poisonous
4693	convex	scaly	gray	poisonous
4694	flat	fibrous	yellow	poisonous
4695	flat	scaly	brown	edible
4696	flat	fibrous	gray	poisonous
4697	convex	scaly	yellow	poisonous
4698	convex	smooth	gray	poisonous
4699	flat	scaly	yellow	poisonous
4700	convex	scaly	yellow	poisonous
4701	convex	fibrous	white	poisonous
4702	convex	fibrous	yellow	poisonous
4703	flat	smooth	buff	poisonous
4704	convex	scaly	yellow	poisonous
4705	convex	scaly	gray	poisonous
4706	flat	fibrous	yellow	poisonous
4707	flat	smooth	pink	poisonous
4708	flat	smooth	buff	poisonous
4709	convex	scaly	gray	poisonous
4710	convex	scaly	gray	poisonous
4711	convex	scaly	gray	poisonous
4712	flat	fibrous	gray	poisonous
4713	flat	fibrous	gray	poisonous
4714	convex	fibrous	yellow	poisonous
4715	flat	fibrous	yellow	poisonous
4716	flat	scaly	purple	edible
4717	convex	fibrous	yellow	poisonous
4718	flat	fibrous	red	edible
4719	flat	fibrous	yellow	poisonous
4720	convex	fibrous	yellow	poisonous
4721	convex	scaly	brown	poisonous
4722	convex	scaly	gray	poisonous
4723	convex	fibrous	yellow	poisonous
4724	flat	fibrous	gray	poisonous
4725	convex	scaly	gray	poisonous
4726	convex	scaly	gray	poisonous
4727	convex	fibrous	yellow	poisonous
4728	flat	fibrous	yellow	poisonous
4729	flat	scaly	gray	poisonous
4730	flat	scaly	gray	poisonous
4731	flat	scaly	brown	edible
4732	convex	scaly	yellow	poisonous
4733	flat	fibrous	red	edible
4734	convex	fibrous	yellow	poisonous
4735	convex	scaly	gray	poisonous
4736	flat	scaly	gray	poisonous
4737	convex	fibrous	yellow	poisonous
4738	flat	fibrous	gray	poisonous
4739	flat	fibrous	gray	poisonous
4740	flat	scaly	gray	poisonous
4741	flat	scaly	gray	poisonous
4742	convex	fibrous	yellow	poisonous
4743	convex	scaly	yellow	poisonous
4744	flat	fibrous	yellow	poisonous
4745	convex	scaly	gray	poisonous
4746	flat	fibrous	yellow	poisonous
4747	flat	scaly	gray	poisonous
4748	convex	fibrous	pink	poisonous
4749	flat	fibrous	yellow	poisonous
4750	convex	scaly	gray	poisonous
4751	convex	scaly	yellow	poisonous
4752	convex	scaly	gray	poisonous
4753	flat	scaly	yellow	poisonous
4754	convex	scaly	gray	poisonous
4755	convex	fibrous	yellow	poisonous
4756	flat	scaly	gray	poisonous
4757	flat	scaly	gray	poisonous
4758	convex	scaly	yellow	poisonous
4759	flat	fibrous	yellow	poisonous
4760	convex	scaly	gray	poisonous
4761	convex	scaly	yellow	poisonous
4762	convex	scaly	gray	poisonous
4763	convex	scaly	gray	poisonous
4764	convex	fibrous	yellow	poisonous
4765	convex	scaly	gray	poisonous
4766	flat	fibrous	gray	poisonous
4767	flat	fibrous	gray	poisonous
4768	convex	scaly	gray	poisonous
4769	convex	fibrous	yellow	poisonous
4770	convex	scaly	gray	poisonous
4771	flat	fibrous	gray	poisonous
4772	convex	scaly	yellow	poisonous
4773	convex	fibrous	yellow	poisonous
4774	flat	scaly	gray	poisonous
4775	flat	fibrous	gray	poisonous
4776	convex	smooth	pink	edible
4777	flat	fibrous	yellow	poisonous
4778	convex	smooth	pink	poisonous
4779	convex	fibrous	yellow	poisonous
4780	flat	fibrous	gray	poisonous
4781	convex	fibrous	yellow	poisonous
4782	flat	fibrous	red	edible
4783	convex	scaly	yellow	poisonous
4784	convex	fibrous	yellow	poisonous
4785	flat	scaly	gray	poisonous
4786	flat	fibrous	yellow	poisonous
4787	flat	scaly	brown	edible
4788	convex	scaly	yellow	poisonous
4789	flat	fibrous	gray	poisonous
4790	convex	scaly	yellow	poisonous
4791	flat	fibrous	yellow	poisonous
4792	flat	scaly	yellow	poisonous
4793	flat	scaly	gray	poisonous
4794	flat	fibrous	gray	poisonous
4795	convex	scaly	yellow	poisonous
4796	flat	scaly	gray	poisonous
4797	convex	scaly	yellow	poisonous
4798	flat	fibrous	gray	edible
4799	convex	smooth	gray	poisonous
4800	convex	scaly	brown	poisonous
4801	flat	smooth	gray	poisonous
4802	flat	scaly	gray	poisonous
4803	flat	scaly	yellow	poisonous
4804	flat	scaly	gray	poisonous
4805	flat	scaly	red	edible
4806	flat	scaly	gray	poisonous
4807	convex	fibrous	yellow	poisonous
4808	flat	fibrous	gray	poisonous
4809	convex	scaly	yellow	poisonous
4810	flat	fibrous	yellow	poisonous
4811	flat	scaly	brown	edible
4812	flat	scaly	gray	poisonous
4813	knobbed	fibrous	brown	poisonous
4814	flat	fibrous	gray	poisonous
4815	flat	fibrous	yellow	poisonous
4816	convex	scaly	brown	poisonous
4817	flat	fibrous	gray	poisonous
4818	flat	fibrous	gray	poisonous
4819	flat	smooth	white	poisonous
4820	flat	fibrous	yellow	poisonous
4821	convex	scaly	gray	poisonous
4822	convex	fibrous	yellow	poisonous
4823	convex	scaly	red	edible
4824	flat	scaly	yellow	poisonous
4825	bell	fibrous	yellow	poisonous
4826	flat	scaly	yellow	poisonous
4827	convex	smooth	gray	poisonous
4828	flat	scaly	yellow	poisonous
4829	flat	fibrous	yellow	poisonous
4830	knobbed	scaly	red	edible
4831	flat	fibrous	yellow	poisonous
4832	flat	fibrous	yellow	poisonous
4833	knobbed	scaly	brown	edible
4834	convex	smooth	white	poisonous
4835	convex	fibrous	yellow	poisonous
4836	convex	fibrous	yellow	poisonous
4837	convex	fibrous	yellow	poisonous
4838	flat	scaly	yellow	poisonous
4839	bell	smooth	buff	poisonous
4840	convex	smooth	white	poisonous
4841	flat	scaly	red	edible
4842	bell	smooth	white	poisonous
4843	flat	scaly	pink	edible
4844	convex	smooth	white	poisonous
4845	knobbed	scaly	brown	edible
4846	convex	scaly	yellow	poisonous
4847	flat	smooth	buff	poisonous
4848	flat	scaly	gray	poisonous
4849	convex	scaly	yellow	poisonous
4850	convex	scaly	gray	poisonous
4851	convex	fibrous	yellow	poisonous
4852	convex	scaly	yellow	poisonous
4853	convex	scaly	yellow	poisonous
4854	convex	fibrous	yellow	poisonous
4855	convex	scaly	gray	poisonous
4856	flat	fibrous	gray	poisonous
4857	knobbed	smooth	red	edible
4858	flat	scaly	brown	edible
4859	flat	smooth	buff	edible
4860	convex	scaly	yellow	poisonous
4861	flat	fibrous	gray	edible
4862	flat	fibrous	yellow	poisonous
4863	flat	scaly	gray	poisonous
4864	convex	smooth	gray	poisonous
4865	flat	fibrous	gray	poisonous
4866	convex	fibrous	yellow	poisonous
4867	flat	fibrous	yellow	poisonous
4868	convex	scaly	brown	poisonous
4869	flat	fibrous	gray	poisonous
4870	flat	scaly	brown	edible
4871	flat	scaly	red	edible
4872	flat	scaly	gray	poisonous
4873	convex	scaly	yellow	poisonous
4874	flat	fibrous	gray	poisonous
4875	flat	fibrous	red	edible
4876	convex	scaly	yellow	poisonous
4877	flat	fibrous	yellow	poisonous
4878	flat	fibrous	gray	poisonous
4879	flat	scaly	yellow	poisonous
4880	convex	scaly	gray	poisonous
4881	bell	scaly	white	poisonous
4882	flat	fibrous	yellow	poisonous
4883	convex	scaly	brown	poisonous
4884	flat	fibrous	gray	poisonous
4885	convex	scaly	yellow	poisonous
4886	flat	scaly	yellow	poisonous
4887	flat	scaly	pink	edible
4888	convex	smooth	white	poisonous
4889	flat	scaly	gray	poisonous
4890	convex	scaly	gray	poisonous
4891	convex	fibrous	yellow	poisonous
4892	flat	smooth	buff	poisonous
4893	convex	fibrous	gray	poisonous
4894	convex	fibrous	yellow	poisonous
4895	flat	scaly	gray	poisonous
4896	flat	scaly	yellow	poisonous
4897	convex	scaly	green	edible
4898	flat	scaly	white	edible
4899	convex	fibrous	yellow	poisonous
4900	flat	scaly	yellow	poisonous
4901	flat	scaly	yellow	poisonous
4902	convex	scaly	red	poisonous
4903	convex	scaly	red	poisonous
4904	convex	scaly	gray	poisonous
4905	convex	scaly	yellow	poisonous
4906	flat	fibrous	gray	poisonous
4907	convex	scaly	gray	poisonous
4908	convex	scaly	yellow	poisonous
4909	flat	fibrous	yellow	poisonous
4910	flat	smooth	red	edible
4911	flat	fibrous	yellow	poisonous
4912	convex	scaly	yellow	poisonous
4913	flat	smooth	gray	poisonous
4914	flat	fibrous	yellow	poisonous
4915	convex	scaly	yellow	poisonous
4916	convex	fibrous	yellow	poisonous
4917	convex	smooth	gray	poisonous
4918	flat	scaly	gray	poisonous
4919	flat	fibrous	gray	poisonous
4920	convex	smooth	white	poisonous
4921	flat	scaly	gray	poisonous
4922	flat	scaly	red	edible
4923	convex	fibrous	yellow	poisonous
4924	convex	scaly	yellow	poisonous
4925	knobbed	smooth	buff	edible
4926	flat	fibrous	yellow	poisonous
4927	flat	fibrous	yellow	poisonous
4928	convex	scaly	yellow	poisonous
4929	convex	fibrous	brown	edible
4930	convex	scaly	red	edible
4931	convex	scaly	gray	poisonous
4932	convex	fibrous	yellow	poisonous
4933	flat	smooth	gray	poisonous
4934	convex	scaly	yellow	poisonous
4935	flat	scaly	gray	poisonous
4936	convex	scaly	gray	poisonous
4937	convex	scaly	brown	poisonous
4938	knobbed	smooth	buff	edible
4939	flat	fibrous	yellow	poisonous
4940	convex	fibrous	gray	poisonous
4941	flat	scaly	gray	poisonous
4942	convex	fibrous	yellow	poisonous
4943	flat	scaly	yellow	poisonous
4944	knobbed	smooth	pink	edible
4945	flat	scaly	brown	poisonous
4946	convex	scaly	gray	poisonous
4947	convex	fibrous	yellow	poisonous
4948	convex	scaly	gray	poisonous
4949	flat	smooth	buff	poisonous
4950	flat	smooth	buff	edible
4951	flat	smooth	white	poisonous
4952	flat	scaly	gray	poisonous
4953	convex	fibrous	yellow	poisonous
4954	flat	scaly	gray	poisonous
4955	flat	scaly	yellow	poisonous
4956	flat	fibrous	yellow	poisonous
4957	convex	smooth	buff	poisonous
4958	flat	fibrous	gray	poisonous
4959	convex	scaly	gray	poisonous
4960	flat	fibrous	yellow	poisonous
4961	flat	scaly	yellow	poisonous
4962	flat	smooth	gray	poisonous
4963	flat	smooth	buff	edible
4964	convex	smooth	pink	edible
4965	knobbed	smooth	brown	edible
4966	flat	scaly	pink	poisonous
4967	flat	scaly	gray	poisonous
4968	convex	scaly	yellow	poisonous
4969	flat	fibrous	gray	poisonous
4970	flat	fibrous	gray	poisonous
4971	convex	fibrous	yellow	poisonous
4972	flat	fibrous	gray	poisonous
4973	flat	scaly	gray	poisonous
4974	flat	scaly	yellow	poisonous
4975	flat	fibrous	yellow	poisonous
4976	flat	scaly	yellow	poisonous
4977	convex	scaly	yellow	poisonous
4978	convex	scaly	yellow	poisonous
4979	flat	scaly	gray	poisonous
4980	flat	fibrous	gray	poisonous
4981	convex	scaly	yellow	poisonous
4982	convex	scaly	yellow	poisonous
4983	flat	scaly	purple	edible
4984	flat	fibrous	gray	poisonous
4985	convex	scaly	brown	poisonous
4986	convex	scaly	yellow	poisonous
4987	convex	scaly	yellow	poisonous
4988	convex	scaly	gray	poisonous
4989	flat	fibrous	yellow	poisonous
4990	convex	fibrous	yellow	poisonous
4991	convex	scaly	gray	poisonous
4992	flat	smooth	buff	edible
4993	flat	fibrous	gray	poisonous
4994	flat	scaly	yellow	poisonous
4995	convex	smooth	brown	edible
4996	flat	fibrous	gray	poisonous
4997	convex	scaly	gray	poisonous
4998	convex	scaly	brown	poisonous
4999	flat	fibrous	yellow	poisonous
5000	convex	scaly	brown	poisonous
5001	bell	smooth	buff	poisonous
5002	flat	fibrous	yellow	poisonous
5003	flat	scaly	gray	poisonous
5004	flat	scaly	purple	edible
5005	convex	fibrous	yellow	poisonous
5006	flat	scaly	yellow	poisonous
5007	flat	fibrous	yellow	poisonous
5008	convex	scaly	yellow	poisonous
5009	convex	scaly	red	edible
5010	flat	fibrous	gray	poisonous
5011	convex	scaly	yellow	poisonous
5012	convex	scaly	yellow	poisonous
5013	flat	scaly	gray	poisonous
5014	knobbed	smooth	buff	edible
5015	flat	scaly	yellow	poisonous
5016	convex	scaly	gray	poisonous
5017	convex	fibrous	yellow	poisonous
5018	flat	fibrous	yellow	poisonous
5019	flat	smooth	white	poisonous
